inventory_state,entry_id,entry_kind,source_path,source_blob_sha256,line_start,line_end,rule_occurrence_id,rule_family_id,rule_summary,classification,owner,owner_action,required_inputs,interception_point,mechanism_candidate,current_plane,final_plane,disposition,defer_reason,rationale,remaining_witness_or_gap,exclusion_reason
final,le-7b00535403b61cce,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,62,62,ro-5ee444cbe2346c9b,rf-b7215070897b14ce,- `verification`,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: - `verification`,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:62-62,
final,le-faf57b5a1493fd59,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,63,63,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-44676c1880fa4413,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,64,66,ro-06f78c0d3d6c3a0e,rf-253b274fb39f4b8f,`acceptance_criteria` は候補単位が満たすべき観測可能な条件であり、accept の確定ではない。`worker`、 `base_snapshot`、`isolation`、route、order、実行結果、review、保存先、後続 Skill の起動権限を出力へ含めない。 候補の採用、再検査、accept／stop-incomplete、委譲、実行、保存は必ず受け取り側の親が判断する。,deterministic-contract-only,work-unit-design parent,work-unit-design parent applies the `入力と出力` obligation summarized as: `acceptance_criteria` は候補単位が満たすべき観測可能な条件であり、accept の確定ではない。`worker`、 `base_snapshot`、`isolation`、route、order、実行結果、review、保存先、後続 Skill の起動権限を出力へ含めない。 候補の採用、再検査、accept／stop-incomplete、委譲、実行、保存は必ず受け取り側の親が判断する。,"request, current workflow state, and evidence required by `入力と出力`",work-unit-design orchestration boundary in `入力と出力`,separate a deterministic decision from its Action at work-unit-design orchestration boundary in `入力と出力`,natural-language Contract,natural-language Contract,retain-contract-only,"deferred: `入力と出力` has no current mechanism consuming request, current workflow state, and evidence required by `入力と出力` at work-unit-design orchestration boundary in `入力と出力`; adding that workflow/runtime interception is outside Issue #225","editorial readback identifies this span as a deterministic ownership, ordering, validation, or prohibition rule; because no current interceptor enforces it, `shared/skill/work-unit-design/SKILL.md` remains its natural-language semantic Contract",natural-language source=shared/skill/work-unit-design/SKILL.md:64-66,
final,le-f03caf93e17e9362,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,67,67,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-d6459f13e8a31ff0,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,68,68,,,## 判断の進め方,,,,,,,,,context,,,,section label; obligations are in the section body
final,le-35f46ddfdacf14ae,context,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,69,69,,,,,,,,,,,,context,,,,blank separator between semantic blocks
final,le-e01552a5f0b6c24b,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,70,72,ro-b4d6c18104a355ae,rf-0c1dc94fa0a2ca81,1. 関連成果候補群を grounding と照合し、各候補の purpose、AC、責任境界、依存、検証、accept と rollback の境界を確認する。 新しい成果を発明せず、候補を暗黙に削除せず、意味を再定義しない。既存 Work Unit がある場合は accepted 状況、部分成果、 worker の返却を現在の観測として扱う。,autonomous,work-unit-design parent,work-unit-design parent applies the `判断の進め方` obligation summarized as: 1. 関連成果候補群を grounding と照合し、各候補の purpose、AC、責任境界、依存、検証、accept と rollback の境界を確認する。 新しい成果を発明せず、候補を暗黙に削除せず、意味を再定義しない。既存 Work Unit がある場合は accepted 状況、部分成果、 worker の返却を現在の観測として扱う。,"request, current workflow state, and evidence required by `判断の進め方`",work-unit-design orchestration boundary in `判断の進め方`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `判断の進め方` requires selecting among multiple acceptable interpretations or outcomes,,
final,le-302b5aace9c59de1,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,73,74,ro-91ad6870f2c9581d,rf-2c7fd5e11b7ad47d,2. 各候補について「新しい Implementer がこの単位だけを読み、AC・責任境界・依存・分割を再定義せず、受け入れ候補の diff を返せるか」を判定する。否定ならその不足と影響を `blocking_gaps` に記録する。,autonomous,work-unit-design parent,work-unit-design parent applies the `判断の進め方` obligation summarized as: 2. 各候補について「新しい Implementer がこの単位だけを読み、AC・責任境界・依存・分割を再定義せず、受け入れ候補の diff を返せるか」を判定する。否定ならその不足と影響を `blocking_gaps` に記録する。,"request, current workflow state, and evidence required by `判断の進め方`",work-unit-design orchestration boundary in `判断の進め方`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `判断の進め方` requires selecting among multiple acceptable interpretations or outcomes,,
final,le-ac5568952482ca9d,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,75,77,ro-efc0f6ff1bd8d2ef,rf-9f27d1b6ff7986ba,3. 一つの候補内に独立した purpose、AC、verification、accept と rollback の境界が複数ある場合は split する。foundation は 独立 capability または contract、単独 AC、単独 verification、accept boundary を持つ場合だけ単独化し、それ以外の共通依存は 最初に振る舞い価値を生む単位が所有する。,autonomous,work-unit-design parent,work-unit-design parent applies the `判断の進め方` obligation summarized as: 3. 一つの候補内に独立した purpose、AC、verification、accept と rollback の境界が複数ある場合は split する。foundation は 独立 capability または contract、単独 AC、単独 verification、accept boundary を持つ場合だけ単独化し、それ以外の共通依存は 最初に振る舞い価値を生む単位が所有する。,"request, current workflow state, and evidence required by `判断の進め方`",work-unit-design orchestration boundary in `判断の進め方`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `判断の進め方` requires selecting among multiple acceptable interpretations or outcomes,,
final,le-3e6d85c88f7f3582,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,78,79,ro-62ef6acb47ca50de,rf-0a5d41c672fc9104,4. 同じ検証でしか成立しない候補、片方だけでは invariant が成立しない候補、または handoff が内部結合より複雑な候補を merge する。再正規化では統合、追加分割、部分成果の独立した再構成、依存 edge の再接続を候補として示す。,autonomous,work-unit-design parent,work-unit-design parent applies the `判断の進め方` obligation summarized as: 4. 同じ検証でしか成立しない候補、片方だけでは invariant が成立しない候補、または handoff が内部結合より複雑な候補を merge する。再正規化では統合、追加分割、部分成果の独立した再構成、依存 edge の再接続を候補として示す。,"request, current workflow state, and evidence required by `判断の進め方`",work-unit-design orchestration boundary in `判断の進め方`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `判断の進め方` requires selecting among multiple acceptable interpretations or outcomes,,
final,le-2a0fb859e0f199a1,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,80,81,ro-857bb50309faf8a9,rf-e7239a37867faa1c,5. 独立 Work Unit 間の意味上の前提だけを `depends_on` として設計する。同じ file、generated output、writer、generator、contract registry、verification surface の共有は execution conflict であり、semantic dependency や merge の根拠にしない。,autonomous,work-unit-design parent,work-unit-design parent applies the `判断の進め方` obligation summarized as: 5. 独立 Work Unit 間の意味上の前提だけを `depends_on` として設計する。同じ file、generated output、writer、generator、contract registry、verification surface の共有は execution conflict であり、semantic dependency や merge の根拠にしない。,"request, current workflow state, and evidence required by `判断の進め方`",work-unit-design orchestration boundary in `判断の進め方`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `判断の進め方` requires selecting among multiple acceptable interpretations or outcomes,,
final,le-aa476fee1d283a25,rule,shared/skill/work-unit-design/SKILL.md,32e3280c2ff6a2eb19246537d54e05847a3a1f73e7ef51fb7b880df7553ac1a6,82,83,ro-315c3bd46a8e87f1,rf-258cd0960d6ded8e,6. 返却前に既存 signal を使い、明らかな under-split、単独 Green／accept できない over-split、必要な semantic dependency の 欠落を自己再検査する。安全に正規化できない理由は `blocking_gaps` にし、実行順、isolation、worker、dispatch で補わない。,autonomous,work-unit-design parent,work-unit-design parent applies the `判断の進め方` obligation summarized as: 6. 返却前に既存 signal を使い、明らかな under-split、単独 Green／accept できない over-split、必要な semantic dependency の 欠落を自己再検査する。安全に正規化できない理由は `blocking_gaps` にし、実行順、isolation、worker、dispatch で補わない。,"request, current workflow state, and evidence required by `判断の進め方`",work-unit-design orchestration boundary in `判断の進め方`,none; preserve semantic/value judgment at the named boundary,natural-language Contract,natural-language Contract,retain-autonomous,,editorial readback of `判断の進め方` requires selecting among multiple acceptable interpretations or outcomes,,
