record_id,registry,predicate_id,kind,slice_or_path,invariant,current_validation_plane,final_validation_plane,heuristic_flag,disposition,rationale,applicable_mutation_or_nonapplicable_reason,replacement_ids,baseline_identity,final_identity
baseline:contracts/workers.toml:expert-worker-boundary-requires-cdb12161d55c,contracts/workers.toml,expert-worker-boundary-requires-cdb12161d55c,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 再定義,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:c38e84d9103d6114abaecafa76e79df1915898d3c797ba26735815257763f0d4,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c38e84d9103d6114abaecafa76e79df1915898d3c797ba26735815257763f0d4
baseline:contracts/workers.toml:expert-worker-boundary-requires-d02490709a6e,contracts/workers.toml,expert-worker-boundary-requires-d02490709a6e,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 矛盾,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:835026c32121305b72b1995587ce3bd25862ce3a015995a6649950b9382a50e1,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:835026c32121305b72b1995587ce3bd25862ce3a015995a6649950b9382a50e1
baseline:contracts/workers.toml:expert-worker-boundary-requires-d5dfe528d38d,contracts/workers.toml,expert-worker-boundary-requires-d5dfe528d38d,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 最終受入,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:110af79bfb3b77258243633306c11ffa9a335a147670467d5adc485d0bc7126a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:110af79bfb3b77258243633306c11ffa9a335a147670467d5adc485d0bc7126a
baseline:contracts/workers.toml:expert-worker-boundary-requires-e632bca7f98a,contracts/workers.toml,expert-worker-boundary-requires-e632bca7f98a,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: 依存,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:8c7b6d6fdf20e0d98ef111943b4b17af482015b9e447af53715ef51f8e0976ef,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:8c7b6d6fdf20e0d98ef111943b4b17af482015b9e447af53715ef51f8e0976ef
baseline:contracts/workers.toml:expert-worker-boundary-requires-f5cee5ab7485,contracts/workers.toml,expert-worker-boundary-requires-f5cee5ab7485,requires,slice:expert-worker-boundary,slice:expert-worker-boundary contains required witness: Acceptance Criteria,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:fdf1559ba51db2b15d74d10b1666c954f55c71d15727bbc8af2254e77c285509,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:fdf1559ba51db2b15d74d10b1666c954f55c71d15727bbc8af2254e77c285509
baseline:contracts/workers.toml:focused-worker-boundary-forbids-6434d26e3e5b,contracts/workers.toml,focused-worker-boundary-forbids-6434d26e3e5b,forbids,slice:focused-worker-boundary,slice:focused-worker-boundary excludes forbidden witness: 固定 worktree,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:67d6d6ee87d108251983f26350c0c498b8fdea956dfef0095a561035cbeb46fd,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:67d6d6ee87d108251983f26350c0c498b8fdea956dfef0095a561035cbeb46fd
baseline:contracts/workers.toml:focused-worker-boundary-forbids-6845c7a121ce,contracts/workers.toml,focused-worker-boundary-forbids-6845c7a121ce,forbids,slice:focused-worker-boundary,slice:focused-worker-boundary excludes forbidden witness: 委譲 mode,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:0aff030983ed5de174d628f929f1fcaa990f6ef95a4cc6e598946e32b878f6e9,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:0aff030983ed5de174d628f929f1fcaa990f6ef95a4cc6e598946e32b878f6e9
baseline:contracts/workers.toml:focused-worker-boundary-forbids-a3273403aa0e,contracts/workers.toml,focused-worker-boundary-forbids-a3273403aa0e,forbids,slice:focused-worker-boundary,slice:focused-worker-boundary excludes forbidden witness: 段階 gate,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:adcef1ff23f097ac9ce5c4b77788c16c5e2c7e74d1d5c0ca15abf7edbd2e6743,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:adcef1ff23f097ac9ce5c4b77788c16c5e2c7e74d1d5c0ca15abf7edbd2e6743
baseline:contracts/workers.toml:focused-worker-boundary-forbids-ba8bca91c7c8,contracts/workers.toml,focused-worker-boundary-forbids-ba8bca91c7c8,forbids,slice:focused-worker-boundary,slice:focused-worker-boundary excludes forbidden witness: 段階 commit,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:a7560979778d0f3541cda504cd8f02acebff48fcc8f659b02478f703cc544578,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:a7560979778d0f3541cda504cd8f02acebff48fcc8f659b02478f703cc544578
baseline:contracts/workers.toml:focused-worker-boundary-requires-0158bd15f3f3,contracts/workers.toml,focused-worker-boundary-requires-0158bd15f3f3,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 不足,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:4b2a67d075c882929fe8182d72ed0cbb6cf27b54d96b9e04a5e7b4cefed2cefa,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:4b2a67d075c882929fe8182d72ed0cbb6cf27b54d96b9e04a5e7b4cefed2cefa
baseline:contracts/workers.toml:focused-worker-boundary-requires-3a901db2527d,contracts/workers.toml,focused-worker-boundary-requires-3a901db2527d,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 最終受入,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:817ec5f2b8f2f355f04d9f343d373ff3a2a0c5e4de908bdac3976b35be715d90,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:817ec5f2b8f2f355f04d9f343d373ff3a2a0c5e4de908bdac3976b35be715d90
baseline:contracts/workers.toml:focused-worker-boundary-requires-65f956ec2b59,contracts/workers.toml,focused-worker-boundary-requires-65f956ec2b59,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 矛盾,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:c0aae65a029f4466d2e9c2306324e43351f1eee30048be25f874006dcea7cf69,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:c0aae65a029f4466d2e9c2306324e43351f1eee30048be25f874006dcea7cf69
baseline:contracts/workers.toml:focused-worker-boundary-requires-78915d1b08a8,contracts/workers.toml,focused-worker-boundary-requires-78915d1b08a8,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 再定義,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:fad13f4bd60c39054b9005f005fc92cb5d5451f7a921e0d6188cdab9149490ac,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:fad13f4bd60c39054b9005f005fc92cb5d5451f7a921e0d6188cdab9149490ac
baseline:contracts/workers.toml:focused-worker-boundary-requires-7ba6c5686391,contracts/workers.toml,focused-worker-boundary-requires-7ba6c5686391,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 依存,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:082de9f1d24c2edb41b29c069f939bbbd8e041015443172d729e51e6963c7b67,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:082de9f1d24c2edb41b29c069f939bbbd8e041015443172d729e51e6963c7b67
baseline:contracts/workers.toml:focused-worker-boundary-requires-84dedda29ac9,contracts/workers.toml,focused-worker-boundary-requires-84dedda29ac9,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 推測せず親,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:f2ccc0aea25bdf94be74ca6edfc371efc6ba232476a0be1c55b77eaf350c1e08,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:f2ccc0aea25bdf94be74ca6edfc371efc6ba232476a0be1c55b77eaf350c1e08
baseline:contracts/workers.toml:focused-worker-boundary-requires-9411777e9a2e,contracts/workers.toml,focused-worker-boundary-requires-9411777e9a2e,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: scope,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:e5fa58b1d575a19d704e1564ca07c8de6e5c80e6670587785bfdd6b8a7c14e63,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:e5fa58b1d575a19d704e1564ca07c8de6e5c80e6670587785bfdd6b8a7c14e63
baseline:contracts/workers.toml:focused-worker-boundary-requires-b843ff1b4117,contracts/workers.toml,focused-worker-boundary-requires-b843ff1b4117,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: 責任境界,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:73fb4d7d600bb48a1b69386f4eadf169d434cd4afebbfab18cfb0dfef06befa0,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:73fb4d7d600bb48a1b69386f4eadf169d434cd4afebbfab18cfb0dfef06befa0
baseline:contracts/workers.toml:focused-worker-boundary-requires-c0f81b887288,contracts/workers.toml,focused-worker-boundary-requires-c0f81b887288,requires,slice:focused-worker-boundary,slice:focused-worker-boundary contains required witness: Acceptance Criteria,Gunte requires,Gunte bounded requires,no,keep-bounded,The bounded atomic witness remains a deterministic literal inside its slice and does not require the surrounding paragraph.,Remove or reverse the atomic witness inside its slice; the same predicate must fail. Rewording outside the bounded witness is nonapplicable.,,61a7b056d00b495f457de6c759871c73190a0c3b:feb4856e75487c7d9c0ba7acf6821734b12e77504bf84cbc076d50269dac5e9e,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:feb4856e75487c7d9c0ba7acf6821734b12e77504bf84cbc076d50269dac5e9e
baseline:contracts/workers.toml:implementer-boundary-forbids-4bb7d3448a28,contracts/workers.toml,implementer-boundary-forbids-4bb7d3448a28,forbids,slice:implementer-boundary,slice:implementer-boundary excludes forbidden witness: 委譲 mode,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:652ca089cb4eb8955301bf3273666eca6f4837795632e4af7640fee772af7d82,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:652ca089cb4eb8955301bf3273666eca6f4837795632e4af7640fee772af7d82
baseline:contracts/workers.toml:implementer-boundary-forbids-53ced94f53e3,contracts/workers.toml,implementer-boundary-forbids-53ced94f53e3,forbids,slice:implementer-boundary,slice:implementer-boundary excludes forbidden witness: 段階 commit,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:39e0ca79ed705d4b5934536a05e6a830ddffc9e56a26f1de9520aa1445fecd18,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:39e0ca79ed705d4b5934536a05e6a830ddffc9e56a26f1de9520aa1445fecd18
baseline:contracts/workers.toml:implementer-boundary-forbids-a074ef3b8df8,contracts/workers.toml,implementer-boundary-forbids-a074ef3b8df8,forbids,slice:implementer-boundary,slice:implementer-boundary excludes forbidden witness: 固定 worktree,Gunte forbids,Gunte bounded forbids,no,keep-bounded,The bounded forbidden literal is a deterministic negative interface and does not freeze surrounding prose.,Insert the forbidden literal inside the declared slice/path; the same predicate must fail.,,61a7b056d00b495f457de6c759871c73190a0c3b:e133c7bf40c0bf4ca8cc8a3616a03c7d77eeb930ac65e3ecdade1e98757e293a,1df3100a2e5c8f8c8368afa086a107362d65f7d45c3ccf1375939cac3728378c:e133c7bf40c0bf4ca8cc8a3616a03c7d77eeb930ac65e3ecdade1e98757e293a
